1 0:-18.66666603088379 1:-16 2:-33.33333206176758 3:0.9343243837356567 4:0.9367237091064453 5:0.9238288998603821 6:0.7458882927894592 7:0.5291399955749512 8:0.7031328678131104 9:159.8666687011719 10:802.3200073242188 11:618.4533081054688 12:14697.2626953125 13:803625.375 14:803625.375 15:2.89478325843811 16:3.91160774230957 17:3.91160774230957 18:162.6666717529297 19:808 20:621.3333129882812 21:297.2335510253906 22:4756.37646484375 23:2800.5703125 24:17.24046325683594 25:68.96648406982422 26:52.92041397094727 27:1.361193656921387 28:-0.1439418941736221 29:-0.2182090282440186 30:0.9529571533203125 31:0.4940142035484314 32:-0.448287159204483 33:1.088356971740723 34:0.2981742918491364 35:-0.3861837089061737 36:-51.85449600219727 37:-229.1026000976562 38:101.8233795166016 39:5652.14013671875 40:28366.294921875 41:21865.626953125 42:2688.888916015625 43:52488 44:10368 45:31946688 46:804646720 47:478105664 48:5.808805465698242 49:227.296142578125 50:0.02555611170828342 51:34.48413467407227 52:1138.230224609375 53:0.03029627352952957 54:20.15407371520996 55:877.5260620117188 56:0.02296692319214344
1 0:-10.66666698455811 1:-10.66666698455811 2:-12.66666698455811 3:0.8654144406318665 4:0.8321629762649536 5:0.6267213821411133 6:0.8633480072021484 7:0.8272455930709839 8:0.6145635843276978 9:160.5333404541016 10:808.106689453125 11:628.8533325195312 12:3371.751220703125 13:812620.25 14:812620.25 15:3.822680950164795 16:3.911735057830811 17:3.911735057830811 18:160 19:808 20:628 21:65.88661956787109 22:62.97251510620117 23:83.50186157226562 24:8.117057800292969 25:7.935522556304932 26:9.137935638427734 27:1.215071797370911 28:-0.1244526579976082 29:-0.09196443855762482 30:1.640998840332031 31:-0.9720521569252014 32:0.3312745690345764 33:0.9785400629043579 34:0.1492305994033813 35:-0.1279491186141968 36:18.85618019104004 37:-7.542472362518311 38:1.885618090629578 39:5675.71044921875 40:28570.884765625 41:22233.322265625 42:355.5555419921875 43:56.88888931274414 44:3.555555582046509 45:32213688 46:816295488 47:494320640 48:2.771281242370605 49:227.2957611083984 50:0.01219240203499794 51:3.373096227645874 52:1142.884399414062 53:0.002951388712972403 54:5.781195640563965 55:889.4061279296875 56:0.00650006253272295
1 0:-5.333333492279053 1:-8 2:-13.33333301544189 3:0.6777106523513794 4:0.7600300908088684 5:0.7676252126693726 6:0.6235493421554565 7:0.751370370388031 8:0.7449275255203247 9:160.2133331298828 10:812.6400146484375 11:624 12:4518.48876953125 13:815323.5625 14:815323.5625 15:3.868213415145874 16:3.911833763122559 17:3.911833763122559 18:160 19:813.3333129882812 20:624 21:35.65423965454102 22:33.61378860473633 23:100.1360549926758 24:5.97111701965332 25:5.79773998260498 26:10.00680065155029 27:1.313811182975769 28:-0.5306718349456787 29:0.2169784903526306 30:1.365416407585144 31:-0.5571328997612 32:0.191693902015686 33:1.150174379348755 34:-0.1961047947406769 35:0.04633332043886185 36:-15.08494472503662 37:1.885618090629578 38:-18.85618019104004 39:5664.396484375 40:28731.162109375 41:22061.732421875 42:227.5555572509766 43:3.555555582046509 44:355.5555419921875 45:32085390 46:825479680 47:486720000 48:3.456395149230957 49:226.7036895751953 50:0.01524631213396788 51:2.99332594871521 52:1149.271240234375 53:0.002604542532935739 54:4.974602222442627 55:882.5664672851562 56:0.005636518821120262
1 0:-9.333333015441895 1:-16 2:-13.33333301544189 3:0.8408994674682617 4:0.9224920272827148 5:0.8566136956214905 6:0.8325121998786926 7:0.9164643287658691 8:0.8435347676277161 9:160.9066619873047 10:820.693359375 11:609.8666381835938 12:8116.21337890625 13:814488.625 14:814488.625 15:3.81769585609436 16:3.911839246749878 17:3.911839246749878 18:160 19:821.3333129882812 20:608 21:44.5852165222168 22:93.91310882568359 23:159.7097473144531 24:6.677216053009033 25:9.690877914428711 26:12.63763236999512 27:1.328817367553711 28:-0.4545600414276123 29:0.1253280639648438 30:1.29836118221283 31:-0.3751053810119629 32:0.07701520621776581 33:1.168572545051575 34:-0.08815676718950272 35:-0.08064419776201248 36:-5.656854152679443 37:15.08494472503662 38:32.05550765991211 39:5688.90966796875 40:29015.890625 41:21562.04296875 42:32 43:227.5555572509766 44:1027.555541992188 45:32363694 46:841921920 47:464921696 48:2.796823501586914 49:227.7311401367188 50:0.01228125207126141 51:2.444040298461914 52:1160.71240234375 53:0.002105638151988387 54:4.725345134735107 55:862.6502075195312 56:0.005477707367390394
1 0:-8 1:-7.333333492279053 2:-16 3:0.620383620262146 4:0.6947343945503235 5:0.6871126890182495 6:0.6176345348358154 7:0.6637061238288879 8:0.6868887543678284 9:157.9199981689453 10:828.586669921875 11:604.106689453125 12:11113.404296875 13:824277.1875 14:824277.1875 15:3.879296779632568 16:3.911910772323608 17:3.911910772323608 18:160 19:826.6666870117188 20:605.3333129882812 21:36.07510375976562 22:21.49006843566895 23:117.6119689941406 24:6.006255149841309 25:4.635737895965576 26:10.84490585327148 27:1.396968722343445 28:-0.6994607448577881 29:0.3021509051322937 30:1.363394260406494 31:-0.7066495418548584 32:0.3430263102054596 33:0.9527739286422729 34:0.1688693761825562 35:-0.1219553053379059 36:-5.656854152679443 37:-1.13686837721616e-13 38:-39.59798049926758 39:5583.31494140625 40:29294.962890625 41:21358.396484375 42:32 43:1.292469707114106e-26 44:1568 45:31173408 46:858194816 47:456181088 48:3.900996923446655 49:223.4568023681641 50:0.0174575001001358 51:2.385139226913452 52:1171.814086914062 53:0.002035424578934908 54:6.321743965148926 55:854.4473266601562 56:0.007398634683340788
1 0:-8 1:-8 2:-13.33333301544189 3:0.7513169050216675 4:0.7262842655181885 5:0.6617534756660461 6:0.7369937300682068 7:0.6757409572601318 8:0.6597049236297607 9:158.9866638183594 10:823.8400268554688 11:601.1199951171875 12:10503.9111328125 13:813177 14:813177 15:3.882712841033936 16:3.911835193634033 17:3.911835193634033 18:160 19:824 20:602.6666870117188 21:52.21297073364258 22:43.65641784667969 23:66.49324035644531 24:7.225854396820068 25:6.607300281524658 26:8.154338836669922 27:1.468642950057983 28:-0.6689274907112122 29:0.1988167017698288 30:1.429816246032715 31:-0.696241557598114 32:0.266511082649231 33:0.9736048579216003 34:-0.1270960569381714 35:0.1529752314090729 36:13.19932651519775 37:-9.42809009552002 38:32.05550765991211 39:5621.02734375 40:29127.142578125 41:21252.80078125 42:174.2222290039062 43:88.88888549804688 44:1027.555541992188 45:31595950 46:848390400 47:451681568 48:3.394112586975098 49:225.04296875 50:0.01508206408470869 51:3.13262414932251 52:1165.1181640625 53:0.00268867495469749 54:4.902606964111328 55:850.174560546875 56:0.005766588728874922
1 0:-8 1:-14.66666698455811 2:-10 3:0.7972419857978821 4:0.8388289213180542 5:0.6870269775390625 6:0.7835964560508728 7:0.8376978635787964 8:0.677373468875885 9:158.7733306884766 10:827.2000122070312 11:597.0133056640625 12:12115.5732421875 13:815129.1875 14:815129.1875 15:3.888543844223022 16:3.911752223968506 17:3.911752223968506 18:160 19:826.6666870117188 20:597.3333129882812 21:29.08589553833008 22:80.68933868408203 23:110.7707901000977 24:5.393134117126465 25:8.982724189758301 26:10.52477073669434 27:1.775056123733521 28:-1.307262897491455 29:0.5317772626876831 30:1.406837105751038 31:-0.5434248447418213 32:0.1367703378200531 33:0.8849614858627319 34:0.1921128928661346 35:-0.07668618112802505 36:-1.885618090629578 37:18.85618019104004 38:-15.08494472503662 39:5613.48486328125 40:29245.935546875 41:21107.609375 42:3.555555582046509 43:355.5555419921875 44:227.5555572509766 45:31511214 46:855324800 47:445531136 48:2.414769411087036 49:224.6533355712891 50:0.01074886973947287 51:4.096611022949219 52:1169.897827148438 53:0.003501682542264462 54:4.829538822174072 55:844.4191284179688 56:0.005719362292438745
1 0:-7.333333492279053 1:-8 2:-14.66666698455811 3:0.8189823031425476 4:0.9096510410308838 5:0.9169741272926331 6:0.8152924776077271 7:0.8509401082992554 8:0.8547780513763428 9:162.82666015625 10:828.693359375 11:605.4933471679688 12:10493.03125 13:821670.4375 14:821670.4375 15:3.79440450668335 16:3.911881685256958 17:3.911881685256958 18:162.6666717529297 19:832 20:600 21:33.78793716430664 22:137.4505157470703 23:336.5180969238281 24:5.812739372253418 25:11.7239294052124 26:18.34442901611328 27:1.704792141914368 28:-1.097583651542664 29:0.3928141891956329 30:1.678577303886414 31:-1.221430420875549 32:0.5419793725013733 33:1.343010425567627 34:-0.5524666905403137 35:0.2107041925191879 36:-5.656854152679443 37:11.31370830535889 38:-5.656854152679443 39:5756.7919921875 40:29298.734375 41:21407.421875 42:32 43:128 44:32 45:33140654 46:858415808 47:458277728 48:2.472965002059937 49:230.4021606445312 50:0.01073325425386429 51:3.330665588378906 52:1172.0595703125 53:0.00284172035753727 54:5.555377960205078 55:856.6639404296875 56:0.006484897807240486
1 0:-8 1:-9.333333015441895 2:-25.33333396911621 3:0.8365514278411865 4:0.9706287980079651 5:0.8900746703147888 6:0.818048894405365 7:0.906552791595459 8:0.8391874432563782 9:159.413330078125 10:801.066650390625 11:638.1866455078125 12:2474.47119140625 13:812215.75 14:812215.75 15:3.24453592300415 16:3.911851167678833 17:3.911851167678833 18:160 19:796 20:642.6666870117188 21:62.77804946899414 22:186.9206390380859 23:343.2025451660156 24:7.92326021194458 25:13.6718921661377 26:18.52572631835938 27:1.663009524345398 28:-1.060307383537292 29:0.3959562480449677 30:1.202247738838196 31:-0.09366223961114883 32:-0.1091838553547859 33:0.9627471566200256 34:0.08367130905389786 35:-0.04468813538551331 36:1.885618090629578 37:22.62741661071777 38:11.31370830535889 39:5636.1123046875 40:28321.984375 41:22563.306640625 42:3.555555582046509 43:512 44:128 45:31765764 46:802134784 47:509102784 48:3.040467739105225 49:225.6967468261719 50:0.01347147393971682 51:2.262741804122925 52:1133.038818359375 53:0.001997055951505899 54:6.196773529052734 55:902.883544921875 56:0.006863314192742109
1 0:-10 1:-7.333333492279053 2:-16 3:0.8154118657112122 4:0.7439672946929932 5:0.7622994184494019 6:0.7956433296203613 7:0.7439549565315247 8:0.7497244477272034 9:156.8533325195312 10:797.4933471679688 11:639.5733032226562 12:1671.555541992188 13:810120.9375 14:810120.9375 15:3.751474380493164 16:3.911826848983765 17:3.911826848983765 18:157.3333282470703 19:797.3333129882812 20:640 21:56.50866317749023 22:31.17569160461426 23:118.8165054321289 24:7.517224311828613 25:5.583519458770752 26:10.90029811859131 27:1.402792811393738 28:-0.5987485647201538 29:0.1938772797584534 30:1.218331456184387 31:-0.3996522128582001 32:0.1813636720180511 33:0.8777849674224854 34:0.5991455912590027 35:-0.4768909811973572 36:-9.42809009552002 37:-20.74179840087891 38:-52.79730606079102 39:5545.6025390625 40:28195.646484375 41:22612.33203125 42:88.88888549804688 43:430.2222290039062 44:2787.5556640625 45:30753710 46:794994496 47:511317568 48:3.222145557403564 49:222.0502471923828 50:0.01451088488101959 51:2.945429563522339 52:1127.84912109375 53:0.002611545845866203 54:5.252724170684814 55:904.6067504882812 56:0.005806638393551111
1 0:-10.66666698455811 1:-10 2:-10.66666698455811 3:0.8125452399253845 4:0.8064433336257935 5:0.5490161776542664 6:0.8069915771484375 7:0.7981935739517212 8:0.548604428768158 9:161.17333984375 10:798.4000244140625 11:639.7333374023438 12:1407.235595703125 13:807421.3125 14:807421.3125 15:3.705463886260986 16:3.911850452423096 17:3.911850452423096 18:160 19:797.3333129882812 20:640 21:66.22331237792969 22:44.98866271972656 23:81.63265228271484 24:8.137770652770996 25:6.707358837127686 26:9.035079002380371 27:1.443206310272217 28:-0.5818938612937927 29:0.1381895244121552 30:1.542694807052612 31:-0.7574378848075867 32:0.2145611345767975 33:0.8859748840332031 34:0.1703322380781174 35:-0.05640549957752228 36:-15.08494472503662 37:1.13686837721616e-13 38:58.45415878295898 39:5698.337890625 40:28227.703125 41:22617.98828125 42:227.5555572509766 43:1.292469707114106e-26 44:3416.888916015625 45:32471054 46:796803200 47:511573408 48:3.733333349227905 49:228.1875305175781 50:0.0163608118891716 51:2.771281242370605 52:1129.143798828125 53:0.002454321132972836 54:6.139127731323242 55:904.7871704101562 56:0.006785162258893251
