0,1,2
944.0,584.0,-160.0
896.0,364.0,-232.0
914.6666666666666,325.3333333333333,-74.66666666666667
914.6666666666666,213.33333333333334,-245.33333333333334
957.3333333333334,176.0,-424.0
925.3333333333334,96.0,-685.3333333333334
896.0,-24.0,-634.6666666666666
893.3333333333334,-122.66666666666667,-453.3333333333333
938.6666666666666,-202.66666666666666,-362.6666666666667
968.0,-141.33333333333334,-330.6666666666667
941.3333333333334,10.666666666666666,-373.3333333333333
896.0,101.33333333333333,-445.3333333333333
872.0,154.66666666666666,-464.0
874.6666666666666,170.66666666666666,-461.3333333333333
906.6666666666666,261.3333333333333,-461.3333333333333
928.0,285.3333333333333,-381.3333333333333
938.6666666666666,333.3333333333333,-376.0
933.3333333333334,394.6666666666667,-290.6666666666667
901.3333333333334,504.0,-376.0
869.3333333333334,586.6666666666666,-272.0
848.0,650.6666666666666,-208.0
848.0,554.6666666666666,-229.33333333333334
850.6666666666666,493.3333333333333,-248.0
848.0,434.6666666666667,-301.3333333333333
829.3333333333334,504.0,-157.33333333333334
770.6666666666666,525.3333333333334,-128.0
682.6666666666666,530.6666666666666,-69.33333333333333
600.0,525.3333333333334,-24.0
552.0,560.0,8.0
520.0,613.3333333333334,48.0
514.6666666666666,682.6666666666666,50.666666666666664
522.6666666666666,776.0,29.333333333333332
576.0,930.6666666666666,-90.66666666666667
613.3333333333334,1045.3333333333333,-120.0
650.6666666666666,1080.0,-96.0
632.0,938.6666666666666,-29.333333333333332
618.6666666666666,778.6666666666666,-104.0
608.0,664.0,-269.3333333333333
624.0,626.6666666666666,-365.3333333333333
648.0,618.6666666666666,-410.6666666666667
688.0,584.0,-429.3333333333333
725.3333333333334,586.6666666666666,-525.3333333333334
765.3333333333334,618.6666666666666,-557.3333333333334
770.6666666666666,685.3333333333334,-512.0
738.6666666666666,741.3333333333334,-413.3333333333333
698.6666666666666,752.0,-344.0
658.6666666666666,746.6666666666666,-304.0
648.0,698.6666666666666,-256.0
642.6666666666666,640.0,-237.33333333333334
664.0,557.3333333333334,-272.0
714.6666666666666,498.6666666666667,-320.0
776.0,461.3333333333333,-378.6666666666667
824.0,437.3333333333333,-378.6666666666667
845.3333333333334,408.0,-360.0
856.0,392.0,-293.3333333333333
872.0,376.0,-306.6666666666667
890.6666666666666,360.0,-317.3333333333333
912.0,336.0,-304.0
936.0,306.6666666666667,-242.66666666666666
968.0,274.6666666666667,-197.33333333333334
1002.6666666666666,237.33333333333334,-186.66666666666666
1026.6666666666667,192.0,-192.0
1013.3333333333334,157.33333333333334,-192.0
978.6666666666666,122.66666666666667,-168.0
965.3333333333334,85.33333333333333,-138.66666666666666
978.6666666666666,61.333333333333336,-106.66666666666667
1018.6666666666666,37.333333333333336,-133.33333333333334
1045.3333333333333,34.666666666666664,-184.0
1085.3333333333333,24.0,-264.0
1114.6666666666667,26.666666666666668,-306.6666666666667
1128.0,24.0,-274.6666666666667
1109.3333333333333,-10.666666666666666,-317.3333333333333
1069.3333333333333,-5.333333333333333,-408.0
1040.0,13.333333333333334,-384.0
1029.3333333333333,90.66666666666667,-285.3333333333333
1037.3333333333333,128.0,-157.33333333333334
1032.0,162.66666666666666,-66.66666666666667
1026.6666666666667,181.33333333333334,-101.33333333333333
997.3333333333334,170.66666666666666,-184.0
970.6666666666666,149.33333333333334,-360.0
936.0,120.0,-386.6666666666667
938.6666666666666,136.0,-338.6666666666667
960.0,173.33333333333334,-277.3333333333333
989.3333333333334,200.0,-170.66666666666666
997.3333333333334,216.0,-101.33333333333333
976.0,197.33333333333334,-122.66666666666667
944.0,165.33333333333334,-202.66666666666666
912.0,128.0,-317.3333333333333
901.3333333333334,104.0,-418.6666666666667
